# Pokemon Insurgence Item Data (generated by generate_data_from_game.py)
# ID | SourceID | Name | Pocket | Price | Description | FieldUse | BattleUse | ItemType | MoveID | MachineType | MachineCategory
3 | 1 | Repel | Items | 350 | An item that prevents weak wild Pokémon from appearing for 100 steps after its use. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1535 | 767 | Victinite | Items | 1000 | One variety of the mysterious Mega Stones. Have Victini hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1539 | 769 | East's Will | Key Items | 0 | A document that shows the last will and testament of the Gym Leader, East. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1541 | 770 | No Hat | Clothes | 2000 | Select this option if you do not wish to wear a hat. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1543 | 771 | Trick Rock | Items | 200 | A Pokémon held item that extends the duration of the move Trick Room used by the holder. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1545 | 772 | Dark Rock | Items | 200 | A Pokémon held item that extends the duration of the move New Moon used by the holder. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1547 | 773 | Jaw Fossil | Items | 1000 | A fossil from a prehistoric Pokémon that once lived on the land. It looks as if it could be a piece of a large jaw. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1549 | 774 | Sail Fossil | Items | 1000 | A fossil from a prehistoric Pokémon that once lived on land. It looks like the impression from a skin sail. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1551 | 775 | Tablet | Key Items | 0 | A nifty little tablet used for organizing your Secret Base. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1553 | 776 | Blue Orb | Items | 100000 | A shiny blue orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1555 | 777 | Red Orb | Items | 100000 | A shiny red orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1557 | 778 | Purple Hair Dye | Clothes | 3000 | A purple dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1559 | 779 | Blue Hair Dye | Clothes | 3000 | A blue dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1561 | 780 | Brown Hair Dye | Clothes | 3000 | A brown dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1563 | 781 | Black Hair Dye | Clothes | 3000 | A black dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1565 | 782 | Red Hair Dye | Clothes | 3000 | A red dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1567 | 783 | Blond Hair Dye | Clothes | 3000 | A blond dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1569 | 784 | Mega Ring | Key Items | 0 | A mystical ring that triggers Mega Evolution. It is hooked up to the computers of the Perfection Cult. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1571 | 785 | Mysterious Scroll | Items | 0 | An ancient scroll that seems like a piece of an old book. It is covered in music notes. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1573 | 786 | Blue Pants | Clothes | 1000 | A pair of blue pants, plain and simple. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1575 | 787 | Red Pants | Clothes | 1000 | A pair of red pants, plain and simple. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1577 | 788 | Green Pants | Clothes | 1000 | A pair of green pants, plain and simple. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1579 | 789 | Gray Pants | Clothes | 1000 | A pair of gray pants, plain and simple. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1581 | 790 | D. Scizorite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Scizor hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1583 | 791 | Magcargonite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Magcargo hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1585 | 792 | Gothitite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Gothitelle hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1587 | 793 | Spiritombite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Spiritomb hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1589 | 794 | Old Photo | Key Items | 0 | It's an old polaroid photo of a man and his family. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1591 | 795 | Magic Cookie | Medicine | 200 | An interesting delicacy that matches your health to your oppoennt. | Use on a Pokemon | Use on a Pokemon in battle | Regular | 0 | 100 | 101
1593 | 796 | Spicy Curry | Medicine | 200 | A super-hot curry that burns non-Fire-types but increases the strength of their Fire-type moves. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1595 | 797 | HP Pill | Medicine | 9800 | A nutritious drink for Pokémon. It raises the base HP of a single Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1597 | 798 | Attack Pill | Medicine | 9800 | A nutritious drink for Pokémon. It raises the base Attack stat of a single Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1599 | 799 | Defense Pill | Medicine | 9800 | A nutritious drink for Pokémon. It raises the base Defense stat of a single Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1601 | 800 | Sp. Attack Pill | Medicine | 9800 | A nutritious drink for Pokémon. It raises the base Sp. Atk (Special Attack) stat of a single Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1603 | 801 | Sp. Defense Pill | Medicine | 9800 | A nutritious drink for Pokémon. It raises the base Sp. Def (Special Defense) stat of a single Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1605 | 802 | Speed Pill | Medicine | 9800 | A nutritious drink for Pokémon. It raises the base Speed stat of a single Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1607 | 803 | Miltankite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Miltank hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1609 | 804 | VIP Pass | Key Items | 0 | A VIP pass that allows one to utilize PikaTaxi services at any time. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1611 | 805 | D. Galladite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Gallde hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1613 | 806 | Cat Ears | Clothes | 2000 | Show off your inner kitty with this fashionable headpiece! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1615 | 807 | Devil Horns | Clothes | 2000 | Damn. . . nation! Show off your demon half with this great hat! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1617 | 808 | Silver Crown | Clothes | 2000 | Show off your royal sense of style with this incredible crown! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1619 | 809 | Golden Crown | Clothes | 2000 | Show off your royal sense of style with this incredible crown! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1621 | 810 | Cryogonite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Cryogonal hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1623 | 811 | Hydreigonite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Hydreigon hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1625 | 812 | Crystal Piece | Items | 100000 | A mysterious crystal shard with an ancient power. It exudes a primordial aura to legendary Pokemon around it. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1627 | 813 | Parcel | Key Items | 0 | A parcel that's intended to be delivered to Persephone. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1629 | 814 | Family Heirloom | Key Items | 0 | Seems to be some kind of heirloom. Somebody's probably looking for it. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1631 | 815 | Prison Bottle | Key Items | 0 | A mysterious bottle that unleashes the power of the sealed djinns in your party. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1635 | 817 | Snore Ball | Poke Balls | 1800 | A Ball that- failing to catch the opposing Pokemon- puts them into a one-turn sleep. | Cannot be used from bag | Use as a Poke Ball | Poke Ball | 0 | 100 | 101
1637 | 818 | Red Paperclip | Key Items | 0 | Seems to be some kind of... red paperclip. Who could ever find this valuable? | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1639 | 819 | Ancient Ball | Poke Balls | 2500 | A ball that works especially well on legendary and mystical Pokemon. | Cannot be used from bag | Use as a Poke Ball | Poke Ball | 0 | 100 | 101
1641 | 820 | Delta Ball | Poke Balls | 2400 | A ball that reads genetic mutation and is able to catch Delta Pokemon at a higher catch rate. | Cannot be used from bag | Use as a Poke Ball | Poke Ball | 0 | 100 | 101
1643 | 821 | Shiny Ball | Poke Balls | 10000 | A Poke Ball that has a low catch rate on most Pokemon... but never fails to catch shiny ones. | Cannot be used from bag | Use as a Poke Ball | Poke Ball | 0 | 100 | 101
1645 | 822 | Taxi Machine Piece | Items | 0 | A piece of machinery seemingly belonging to a taxi. It looks like a wing. | 60 | Not usable in battle | Regular | 0 | 100 | 101
1647 | 823 | D. Sunflorite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Sunflora hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1649 | 824 | Chatotite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Chatot hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1651 | 825 | Haxorite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Haxorus hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1653 | 826 | Politoedite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Politoed hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1655 | 827 | Poliwrathite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Poliwrath hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1657 | 828 | Battle Pass | Key Items | 0 | Going into the Challenge Championship with this rare item might cause something to happen. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1659 | 829 | D. Volcarona Armor | Items | 10000 | A special set of armor that is designed for Delta Volcarona. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1661 | 830 | D. Milotite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Milotic hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1663 | 831 | D. Lucarionite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Lucario hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1665 | 832 | D. Etigirafarigite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Girafarig hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1667 | 833 | D. Lopunnite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Lopunny hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1669 | 834 | D. Sablenite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Sableye hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1671 | 835 | D. Typhlosionite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Typhlosion hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1673 | 836 | Sudowoodite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Sudowoodo hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1675 | 837 | D. Glalitite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Glalie hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1677 | 838 | Froslassite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Froslass hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1679 | 839 | D. Froslassite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Froslass hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1681 | 840 | D. Pidgeotite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Pidgeot hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1683 | 841 | D. Cameruptite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Camerupt hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1685 | 842 | D. Metagrossite (S) | Mail | 10000 | One variety of the mysterious Mega Stones. Have Metagross hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1687 | 843 | D. Metagrossite (R) | Mail | 10000 | One variety of the mysterious Mega Stones. Have Metagross hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1689 | 844 | Laboratory Key | Key Items | 0 | A key for Reukra's old abandoned lab in Metchi Town. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1691 | 845 | Embarrassing Stuff | Key Items | 0 | A bag full of all sorts of embarrassing things. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1693 | 846 | Tube Pass | Key Items | 0 | A pass that lets you access the Tube Challenge in the Battle Frontier. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1695 | 847 | Old Parchment | Key Items | 0 | An ancient, curled at the edges parchment that seems to describe some ancient story. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1697 | 848 | Broken Master Ball | Key Items | 0 | The shards of a Master Ball. Maybe somebody in Holon could find a use for it. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1699 | 849 | Alder's Autograph | Key Items | 0 | It's a napkin with the autograph of Alder hastily scribbled. Somebody working with a Gym might find it valuable. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1701 | 850 | Witch's Moss | Key Items | 0 | An ingredient of some kind. It seems very rare and tasty. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1703 | 851 | Earth Badge | Key Items | 0 | An old Kantonian badge hiding mysteries and dreams of the past. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1705 | 852 | Sinnoh Visa | Key Items | 0 | A Visa to get out of the region and live in Sinnoh. A certain scientist would love this. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1707 | 853 | Basement Key | Key Items | 0 | A Key to the basement of the Satellite Corps. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1709 | 854 | Book of Leaves | Key Items | 12000 | A book that can hold different kinds of leaves which allows a certain Delta Pokémon to change appearance. | Use from bag, special | Not usable in battle | Key Item | 0 | 100 | 101
1711 | 855 | D. Mawilite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Mawile hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1713 | 856 | D. Medichamite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Medicham hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1715 | 857 | Master Ball | Poke Balls | 100000 | The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail. | Cannot be used from bag | Use as a Poke Ball | Poke Ball | 0 | 100 | 101
1717 | 858 | Cloud Bottle | Key Items | 0 | A mysterious bottle that unleashes the power of the sealed clouds in your party. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1719 | 859 | Pikapad | Key Items | 0 | A spectacular pad that calls the EmolgaTaxi to you. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1721 | 860 | Nocturne Incense | Items | 9600 | An item to be held by a Pokémon. It allows the holder to flee battles under the cover of darkness. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1723 | 861 | Snowball | Items | 200 | An item to be held by a Pokémon. It boosts Attack if hit with an Ice-type attack. It can only be used once. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1725 | 862 | Luminous Moss | Items | 1000 | An item to be held by a Pokémon. It boosts Sp. Def if hit with a Water-type attack. It can only be used once. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1727 | 863 | Roseli Berry | Berries | 20 | Weakens a supereffective Fairy-type attack against the holding Pokémon. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
1729 | 864 | Kee Berry | Berries | 20 | If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
1731 | 865 | Maranga Berry | Berries | 20 | If held by a Pokémon, this Berry will increase the holder's Sp. Def if it's hit with a special move. | Cannot be used from bag | Not usable in battle | Berry | 0 | 100 | 101
1733 | 866 | Zygarde Cube | Key Items | 0 | An item to store Zygarde Cores and Cells. You can also use it to teach Zygarde moves. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1735 | 867 | Fairy Gem | Items | 200 | A gem with an essence of the fey. When held, it strengthens the power of a Fairy-type move only once. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1737 | 868 | TM129 | TMs & HMs | 3000 | An attack that makes use of nature's power. Its effects vary depending on the user's environment. | Technical/hidden machine | Not usable in battle | Regular | 387 | 100 | 101
1739 | 869 | TM130 | TMs & HMs | 3000 | The user makes the target float with its psychic power. The target is easier to hit for three turns. | Technical/hidden machine | Not usable in battle | Regular | 496 | 100 | 101
1741 | 870 | Crystal Fragment | Mail | 10000 | A special gemstone created from powerful crystals. It allows certain Pokemon to undergo Crystallization. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1801 | 900 | Alt. Jumpsuit | Clothes | 2000 | An alternate version of your traditional jumpsuit. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1803 | 901 | Alt. Jumppants | Clothes | 2000 | An alternate version of your traditional jump pants. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1805 | 902 | Lords Suit | Clothes | 2000 | The upper piece to a mythical set of armor used by lords of a distant world. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1807 | 903 | Lords Pants | Clothes | 2000 | The lower piece to a mythical set of armor used by lords of a distant world. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1809 | 904 | Blue Blur Costume | Clothes | 2000 | The fastest and most comfortable running shirt in Torren! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1811 | 905 | Green Hair Dye | Clothes | 3000 | A green dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1813 | 906 | Pink Hair Dye | Clothes | 3000 | A pink dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1815 | 907 | Cyan Hair Dye | Clothes | 3000 | A cyan dye that, when applied, changes the color of your hair. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
