# Pokemon Insurgence Species Data (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate | Kind | PokedexEntry | Color | Habitat | GenderRate | Happiness | StepsToHatch | Height | Weight | BaseEXP | EVHP | EVAtk | EVDef | EVSpA | EVSpD | EVSpe | Ability1 | Ability2 | HiddenAbility | EggGroup1 | EggGroup2 | CatchRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow | Seed | Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. | Green |  | Female 12.5% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Overgrow |  | Chlorophyll | Monster | Grass | 45
245 | Suicune | Water |  | 1 | Legendary | 100 | 75 | 115 | 90 | 115 | 85 | slow | Aurora | Suicune embodies the compassion of a pure spring of water. It runs across the land with gliding elegance. It has the power to purify dirty water. | Blue |  | Genderless | 35 | 20655 | 20 | 1870 | 261 | 0 | 0 | 1 | 0 | 2 | 0 | Pressure |  | Water Absorb | Undiscovered |  | 3
246 | Larvitar | Rock | Ground | 1 | Common | 50 | 64 | 50 | 45 | 50 | 41 | slow | Rock Skin | A Larvitar is born deep under the ground. It must eat its way through the soil above and reach the surface for it to see its parents' faces. | Green | Cave | Female 50% | 35 | 10455 | 6 | 720 | 60 | 0 | 1 | 0 | 0 | 0 | 0 | Guts |  | Sand Veil | Monster |  | 45
247 | Pupitar | Rock | Ground | 2 | Common | 70 | 84 | 70 | 65 | 70 | 51 | slow | Hard Shell | A Pupitar creates a gas inside its body that it ejects under compression to propel itself like a jet. Its body can withstand a collision with solid steel. | Gray | Cave | Female 50% | 35 | 10455 | 12 | 1520 | 144 | 0 | 2 | 0 | 0 | 0 | 0 | Shed Skin |  |  | Monster |  | 45
248 | Tyranitar | Rock | Dark | 3 | Common | 100 | 134 | 110 | 95 | 100 | 61 | slow | Armor | A Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. It roams in mountains seeking new opponents to fight. | Green | Cave | Female 50% | 35 | 10455 | 20 | 2020 | 270 | 0 | 3 | 0 | 0 | 0 | 0 | Sand Stream |  | Unnerve | Monster |  | 45
249 | Lugia | Psychic | Flying | 1 | Legendary | 106 | 90 | 130 | 90 | 154 | 110 | slow | Diving | Lugia is so powerful even a light fluttering of its wings can blow apart houses. As a result, it chooses to live out of sight deep under the sea. | White | Urban | Genderless | 0 | 30855 | 52 | 2160 | 306 | 0 | 0 | 0 | 0 | 3 | 0 | Pressure |  | Multiscale | Undiscovered |  | 3
250 | Ho-Oh | Fire | Flying | 1 | Legendary | 106 | 130 | 90 | 110 | 154 | 90 | slow | Rainbow | Its feathers--which glow in seven colors depending on the angle at which they are struck by light--are thought to bring joy. It is said to live at the foot of a rainbow. | Red | Urban | Genderless | 0 | 30855 | 38 | 1990 | 306 | 0 | 0 | 0 | 0 | 3 | 0 | Pressure |  | Regenerator | Undiscovered |  | 3
251 | Celebi | Psychic | Grass | 1 | Common | 100 | 100 | 100 | 100 | 100 | 100 | medium-slow | Time Travel | This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us. | Green | Grassland | Genderless | 100 | 30855 | 6 | 50 | 270 | 3 | 0 | 0 | 0 | 0 | 0 | Natural Cure |  |  | Undiscovered |  | 45
252 | Treecko | Grass |  | 1 | Common | 40 | 45 | 35 | 65 | 55 | 70 | medium-slow | Wood Gecko | It makes its nest in a giant tree in the forest. It ferociously guards against anything nearing its territory. It is said to be the protector of the forest's trees. | Green | Grassland | Female 12.5% | 70 | 5355 | 5 | 50 | 62 | 0 | 0 | 0 | 0 | 0 | 1 | Overgrow |  | Unburden | Monster | Dragon | 45
253 | Grovyle | Grass |  | 2 | Common | 50 | 65 | 45 | 85 | 65 | 95 | medium-slow | Wood Gecko | Leaves grow out of this Pokémon's body. They help obscure a Grovyle from the eyes of its enemies while it is in a thickly overgrown forest. | Green | Grassland | Female 12.5% | 70 | 5355 | 9 | 216 | 142 | 0 | 0 | 0 | 0 | 0 | 2 | Overgrow |  | Unburden | Monster | Dragon | 45
254 | Sceptile | Grass |  | 3 | Common | 70 | 85 | 65 | 105 | 85 | 120 | medium-slow | Forest | In the jungle, its power is without equal. This Pokémon carefully grows trees and plants. It regulates its body temperature by basking in sunlight. | Green | Grassland | Female 12.5% | 70 | 5355 | 17 | 522 | 239 | 0 | 0 | 0 | 0 | 0 | 3 | Overgrow |  | Unburden | Monster | Dragon | 45
255 | Torchic | Fire |  | 1 | Common | 45 | 60 | 40 | 70 | 50 | 45 | medium-slow | Chick | If attacked, it strikes back by spitting balls of fire it forms in its stomach. A Torchic dislikes darkness because it can't see its surroundings. | Red |  | Female 12.5% | 70 | 5355 | 4 | 25 | 62 | 0 | 0 | 0 | 1 | 0 | 0 | Blaze |  | Speed Boost | Field |  | 45
256 | Combusken | Fire | Fighting | 2 | Common | 60 | 85 | 60 | 85 | 60 | 55 | medium-slow | Young Fowl | It lashes out with 10 kicks per second. Its strong fighting instinct compels it to keep up its offensive until the opponent gives up. | Red |  | Female 12.5% | 70 | 5355 | 9 | 195 | 142 | 0 | 1 | 0 | 1 | 0 | 0 | Blaze |  | Speed Boost | Field |  | 45
257 | Blaziken | Fire | Fighting | 3 | Common | 80 | 120 | 70 | 110 | 70 | 80 | medium-slow | Blaze | It learns martial arts that use punches and kicks. Every several years, its old feathers burn off, and new, supple feathers grow back in their place. | Red |  | Female 12.5% | 70 | 5355 | 19 | 520 | 239 | 0 | 3 | 0 | 0 | 0 | 0 | Blaze |  | Speed Boost | Field |  | 45
258 | Mudkip | Water |  | 1 | Common | 50 | 70 | 50 | 50 | 50 | 40 | medium-slow | Mud Fish | On land, it can powerfully lift large boulders by planting its four feet and heaving. It sleeps by burying itself in soil at the water's edge. | Blue | Forest | Female 12.5% | 70 | 5355 | 4 | 76 | 62 | 0 | 1 | 0 | 0 | 0 | 0 | Torrent |  | Damp | Monster | Water1 | 45
259 | Marshtomp | Water | Ground | 2 | Common | 70 | 85 | 70 | 60 | 70 | 50 | medium-slow | Mud Fish | Its toughened hind legs enable it to stand upright. Because it weakens if its skin dries out, it replenishes fluids by playing in mud. | Blue | Forest | Female 12.5% | 70 | 5355 | 7 | 280 | 142 | 0 | 2 | 0 | 0 | 0 | 0 | Torrent |  | Damp | Monster | Water1 | 45
260 | Swampert | Water | Ground | 3 | Common | 100 | 110 | 90 | 85 | 90 | 60 | medium-slow | Mud Fish | If it senses the approach of a storm and a tidal wave, it protects its seaside nest by piling up boulders. It swims as fast as a jet ski. | Blue | Forest | Female 12.5% | 70 | 5355 | 15 | 819 | 241 | 0 | 3 | 0 | 0 | 0 | 0 | Torrent |  | Damp | Monster | Water1 | 45
261 | Poochyena | Dark |  | 1 | Common | 35 | 55 | 35 | 30 | 30 | 35 | medium-fast | Bite | It savagely threatens foes with bared fangs. It chases after fleeing targets tenaciously. It turns tail and runs, however, if the foe strikes back. | Gray |  | Female 50% | 70 | 4080 | 5 | 136 | 44 | 0 | 1 | 0 | 0 | 0 | 0 | Run Away | Quick Feet | Rattled | Field |  | 255
262 | Mightyena | Dark |  | 2 | Common | 70 | 90 | 70 | 60 | 60 | 70 | medium-fast | Bite | In the wild, Mightyena live in a pack. They never defy their leader's orders. They defeat foes with perfectly coordinated teamwork. | Gray |  | Female 50% | 70 | 4080 | 10 | 370 | 147 | 0 | 2 | 0 | 0 | 0 | 0 | Intimidate | Quick Feet | Moxie | Field |  | 127
263 | Zigzagoon | Normal |  | 1 | Common | 38 | 30 | 41 | 30 | 41 | 60 | medium-fast | TinyRaccoon | Rubbing its nose against the ground, it always wanders about back and forth in search of something. It is distinguished by the zigzag footprints it leaves. | Brown |  | Female 50% | 70 | 4080 | 4 | 175 | 48 | 0 | 0 | 0 | 0 | 0 | 1 | Pickup | Gluttony | Quick Feet | Field |  | 255
264 | Linoone | Normal |  | 2 | Common | 78 | 70 | 61 | 50 | 61 | 100 | medium-fast | Rushing | It is exceedingly fast if it only has to run in a straight line. When it spots pond- dwelling prey underwater, it quickly leaps in and catches it with its sharp claws. | White |  | Female 50% | 70 | 4080 | 5 | 325 | 147 | 0 | 0 | 0 | 0 | 0 | 2 | Pickup | Gluttony | Quick Feet | Field |  | 90
265 | Wurmple | Bug |  | 1 | Common | 45 | 45 | 35 | 20 | 30 | 20 | medium-fast | Worm | It sticks to tree branches and eats leaves. The thread it spits from its mouth, which becomes gooey when it touches air, slows the movement of its foes. | Red | Grassland | Female 50% | 70 | 4080 | 3 | 36 | 39 | 1 | 0 | 0 | 0 | 0 | 0 | Shield Dust |  | Run Away | Bug |  | 255
266 | Silcoon | Bug |  | 2 | Common | 50 | 35 | 55 | 25 | 25 | 15 | medium-fast | Cocoon | It prepares for evolution using the energy it stored while it was a Wurmple. It keeps watch over the surroundings with its two eyes. | White | Grassland | Female 50% | 70 | 4080 | 6 | 100 | 72 | 0 | 0 | 2 | 0 | 0 | 0 | Shed Skin |  |  | Bug |  | 120
267 | Beautifly | Bug | Flying | 3 | Common | 60 | 70 | 50 | 100 | 50 | 65 | medium-fast | Butterfly | Its colorfully patterned wings are its most prominent feature. It flies through flower-covered fields collecting pollen. It attacks ferociously when angered. | Yellow | Grassland | Female 50% | 70 | 4080 | 10 | 284 | 173 | 0 | 0 | 0 | 3 | 0 | 0 | Swarm |  | Rivalry | Bug |  | 45
268 | Cascoon | Bug |  | 2 | Common | 50 | 35 | 55 | 25 | 25 | 15 | medium-fast | Cocoon | To avoid detection by its enemies, it hides motionlessly beneath large leaves and in the gaps of branches. It also attaches dead leaves to its body for camouflage. | Purple | Grassland | Female 50% | 70 | 4080 | 7 | 115 | 41 | 0 | 0 | 2 | 0 | 0 | 0 | Shed Skin |  |  | Bug |  | 120
269 | Dustox | Bug | Poison | 3 | Common | 60 | 50 | 70 | 50 | 90 | 65 | medium-fast | Poison Moth | It is a nocturnal Pokémon that flies from fields and mountains to the attraction of streetlights at night. It looses highly toxic powder from its wings. | Green | Grassland | Female 50% | 70 | 4080 | 12 | 316 | 135 | 0 | 0 | 0 | 0 | 3 | 0 | Shield Dust |  | Compound Eyes | Bug |  | 45
270 | Lotad | Water | Grass | 1 | Common | 40 | 30 | 30 | 40 | 50 | 30 | medium-slow | Water Weed | This Pokémon lives in ponds with clean water. It is known to ferry small Pokémon across ponds by carrying them on the broad leaf on its head. | Green | Forest | Female 50% | 70 | 4080 | 5 | 26 | 44 | 0 | 0 | 0 | 0 | 1 | 0 | Swift Swim | Rain Dish | Own Tempo | Water1 | Grass | 255
271 | Lombre | Water | Grass | 2 | Common | 60 | 50 | 50 | 60 | 70 | 50 | medium-slow | Jolly | In the evening, it takes great delight in popping out of rivers and startling people. It feeds on aquatic moss that grows on rocks in the riverbed. | Green | Forest | Female 50% | 70 | 4080 | 12 | 325 | 119 | 0 | 0 | 0 | 0 | 2 | 0 | Swift Swim | Rain Dish | Own Tempo | Water1 | Grass | 120
272 | Ludicolo | Water | Grass | 3 | Common | 80 | 70 | 70 | 90 | 100 | 70 | medium-slow | Carefree | When it hears festive music, all the cells in its body become stimulated, and it begins moving in rhythm. It does not quail even when it faces a tough opponent. | Green | Forest | Female 50% | 70 | 4080 | 15 | 550 | 216 | 0 | 0 | 0 | 0 | 3 | 0 | Swift Swim | Rain Dish | Own Tempo | Water1 | Grass | 45
273 | Seedot | Grass |  | 1 | Common | 40 | 40 | 50 | 30 | 30 | 30 | medium-slow | Acorn | It hangs off branches and absorbs nutrients. When it finishes eating, its body becomes so heavy that it drops to the ground with a thump. | Brown | Grassland | Female 50% | 70 | 4080 | 5 | 40 | 44 | 0 | 0 | 1 | 0 | 0 | 0 | Chlorophyll | Early Bird | Pickpocket | Field | Grass | 255
274 | Nuzleaf | Grass | Dark | 2 | Common | 70 | 70 | 40 | 60 | 40 | 60 | medium-slow | Wily | A forest-dwelling Pokémon that is skilled at climbing trees. Its long and pointed nose is its weak point. It loses power if the nose is gripped. | Brown | Grassland | Female 50% | 70 | 4080 | 10 | 280 | 119 | 0 | 2 | 0 | 0 | 0 | 0 | Chlorophyll | Early Bird | Pickpocket | Field | Grass | 120
275 | Shiftry | Grass | Dark | 3 | Common | 90 | 100 | 60 | 90 | 60 | 80 | medium-slow | Wicked | It is said to arrive on chilly, wintry winds. Feared from long ago as the guardian of forests, this Pokémon lives in a deep forest where people do not venture. | Brown | Grassland | Female 50% | 70 | 4080 | 13 | 596 | 216 | 0 | 3 | 0 | 0 | 0 | 0 | Chlorophyll | Early Bird | Pickpocket | Field | Grass | 45
276 | Taillow | Normal | Flying | 1 | Common | 40 | 55 | 30 | 30 | 30 | 85 | medium-slow | TinySwallow | Although it is small, it is very courageous. It will take on a larger Skarmory on an equal footing. However, its will weakens if it becomes hungry. | Blue |  | Female 50% | 70 | 4080 | 3 | 23 | 54 | 0 | 0 | 0 | 0 | 0 | 1 | Guts |  | Scrappy | Flying |  | 200
277 | Swellow | Normal | Flying | 2 | Common | 60 | 85 | 60 | 50 | 50 | 125 | medium-slow | Swallow | A Swellow dives upon prey from far above. It never misses its targets. It takes to the skies in search of lands with a warm climate. | Blue |  | Female 50% | 70 | 4080 | 7 | 198 | 151 | 0 | 0 | 0 | 0 | 0 | 2 | Guts |  | Scrappy | Flying |  | 45
278 | Wingull | Water | Flying | 1 | Common | 40 | 30 | 30 | 55 | 30 | 85 | medium-fast | Seagull | It makes its nest on a sheer cliff at the edge of the sea. It has trouble keeping its wings flapping in flight. Instead, it soars on updrafts. | White | WatersEdge | Female 50% | 70 | 5355 | 6 | 95 | 54 | 0 | 0 | 0 | 0 | 0 | 1 | Keen Eye |  | Rain Dish | Water1 | Flying | 190
279 | Pelipper | Water | Flying | 2 | Common | 60 | 50 | 100 | 85 | 70 | 65 | medium-fast | Water Bird | It skims the tops of waves as it flies. When it spots prey, it uses its large beak to scoop up the victim with water. It protects its eggs in its beak. | Yellow | WatersEdge | Female 50% | 70 | 5355 | 12 | 280 | 151 | 0 | 0 | 2 | 0 | 0 | 0 | Keen Eye |  | Rain Dish | Water1 | Flying | 45
280 | Ralts | Psychic | Fairy | 1 | Common | 28 | 25 | 25 | 45 | 35 | 40 | slow | Feeling | A Ralts has the power to sense the emotions of people and Pokémon with the horns on its head. It takes cover if it senses any hostility. | White | RoughTerrain | Female 50% | 35 | 5355 | 4 | 66 | 40 | 0 | 0 | 0 | 1 | 0 | 0 | Synchronize | Trace | Telepathy | Amorphous |  | 235
281 | Kirlia | Psychic | Fairy | 2 | Common | 38 | 35 | 35 | 65 | 55 | 50 | slow | Emotion | A Kirlia has the psychic power to create a rip in the dimensions and see into the future. It is said to dance with pleasure on sunny mornings. | White | RoughTerrain | Female 50% | 35 | 5355 | 8 | 202 | 97 | 0 | 0 | 0 | 2 | 0 | 0 | Synchronize | Trace | Telepathy | Amorphous |  | 120
282 | Gardevoir | Psychic | Fairy | 3 | Common | 68 | 65 | 65 | 125 | 115 | 80 | slow | Embrace | It apparently does not feel the pull of gravity because it supports itself with psychic power. It will give its life to protect its trainer. | White | RoughTerrain | Female 50% | 35 | 5355 | 16 | 484 | 233 | 0 | 0 | 0 | 3 | 0 | 0 | Synchronize | Trace | Telepathy | Amorphous |  | 45
283 | Surskit | Bug | Water | 1 | Common | 40 | 30 | 32 | 50 | 52 | 65 | medium-fast | Pond Skater | They gather on puddles after evening downpours, gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head. | Blue | Forest | Female 50% | 70 | 4080 | 5 | 17 | 54 | 0 | 0 | 0 | 0 | 0 | 1 | Swift Swim |  | Rain Dish | Water1 | Bug | 200
284 | Masquerain | Bug | Flying | 2 | Common | 70 | 60 | 62 | 80 | 82 | 60 | medium-fast | Eyeball | It intimidates foes with the large eyelike patterns on its antennae. Because it can't fly if its wings get wet, it shelters itself from rain under large trees and eaves. | Blue | Forest | Female 50% | 70 | 4080 | 8 | 36 | 145 | 0 | 0 | 0 | 1 | 1 | 0 | Intimidate |  | Unnerve | Water1 | Bug | 75
285 | Shroomish | Grass |  | 1 | Common | 60 | 40 | 60 | 40 | 60 | 35 | fluctuating | Mushroom | It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many Shroomish feasting on composted soil. | Brown | Grassland | Female 50% | 70 | 4080 | 4 | 45 | 59 | 1 | 0 | 0 | 0 | 0 | 0 | Effect Spore | Poison Heal | Quick Feet | Fairy | Grass | 255
286 | Breloom | Grass | Fighting | 2 | Common | 60 | 130 | 80 | 60 | 60 | 70 | fluctuating | Mushroom | It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests. | Green | Grassland | Female 50% | 70 | 4080 | 12 | 392 | 161 | 0 | 2 | 0 | 0 | 0 | 0 | Effect Spore | Poison Heal | Technician | Fairy | Grass | 90
287 | Slakoth | Normal |  | 1 | Common | 60 | 60 | 60 | 35 | 35 | 30 | slow | Slacker | It sleeps virtually all day and night long. It doesn't change its nest its entire life, but it sometimes travels great distances by swimming in rivers. | Brown | Grassland | Female 50% | 70 | 4080 | 8 | 240 | 56 | 1 | 0 | 0 | 0 | 0 | 0 | Truant |  |  | Field |  | 255
288 | Vigoroth | Normal |  | 2 | Common | 80 | 80 | 80 | 55 | 55 | 90 | slow | Wild Monkey | It can't keep still because its blood boils with energy. It runs through the fields and mountains all day to calm itself. If it doesn't, it can't sleep at night. | White | Grassland | Female 50% | 70 | 4080 | 14 | 465 | 154 | 0 | 0 | 0 | 0 | 0 | 2 | Vital Spirit |  |  | Field |  | 120
289 | Slaking | Normal |  | 3 | Common | 150 | 160 | 100 | 95 | 65 | 100 | slow | Lazy | Hordes of Slaking gather around trees when fruits come into season. They wait around patiently for ripened fruits to fall out of the trees. | Brown | Grassland | Female 50% | 70 | 4080 | 20 | 1305 | 252 | 3 | 0 | 0 | 0 | 0 | 0 | Truant |  |  | Field |  | 45
290 | Nincada | Bug | Ground | 1 | Common | 31 | 45 | 90 | 30 | 30 | 40 | erratic | Trainee | It makes its nest at the roots of a mighty tree. Using its whiskerlike antennae, it probes its surroundings in the pitch-black darkness of soil. | Gray | Grassland | Female 50% | 70 | 4080 | 5 | 55 | 53 | 0 | 0 | 1 | 0 | 0 | 0 | Compound Eyes |  | Run Away | Bug |  | 255
291 | Ninjask | Bug | Flying | 2 | Common | 61 | 90 | 45 | 50 | 50 | 160 | erratic | Ninja | Because it darts about vigorously at high speed, it is very difficult to see. Hearing its distinctive cries for too long induces a headache. | Yellow | Grassland | Female 50% | 70 | 4080 | 8 | 120 | 160 | 0 | 0 | 0 | 0 | 0 | 2 | Speed Boost |  | Infiltrator | Bug |  | 120
292 | Shedinja | Bug | Ghost | 2 | Common | 1 | 90 | 45 | 30 | 30 | 40 | erratic | Shed | A peculiar Pokémon that floats in air even though its wings remain completely still. The inside of its body is hollow and utterly dark. | Brown | Grassland | Genderless | 70 | 4080 | 8 | 12 | 83 | 2 | 0 | 0 | 0 | 0 | 0 | Wonder Guard |  |  | Mineral |  | 45
293 | Whismur | Normal |  | 1 | Common | 64 | 51 | 23 | 51 | 23 | 28 | medium-slow | Whisper | Its cries equal a jet plane in volume. It inhales through its ear canals. Because of this system, it can cry continually without having to catch its breath. | Pink | Sea | Female 50% | 70 | 5355 | 6 | 163 | 48 | 1 | 0 | 0 | 0 | 0 | 0 | Soundproof | Amplifier | Rattled | Monster | Field | 190
294 | Loudred | Normal |  | 2 | Common | 84 | 71 | 43 | 71 | 43 | 48 | medium-slow | Big Voice | It positions the round speakers on its head to assail foes with ultrasonic waves at massive volume. It builds power by stomping the ground. | Blue | Sea | Female 50% | 70 | 5355 | 10 | 405 | 126 | 2 | 0 | 0 | 0 | 0 | 0 | Soundproof | Amplifier | Scrappy | Monster | Field | 120
295 | Exploud | Normal |  | 3 | Common | 104 | 91 | 63 | 91 | 73 | 68 | medium-slow | Loud Noise | It has sound-generating organs all over its body. It communicates with others by adjusting the tone and volume of the cries it emits. | Blue | Sea | Female 50% | 70 | 5355 | 15 | 840 | 216 | 3 | 0 | 0 | 0 | 0 | 0 | Soundproof | Amplifier | Scrappy | Monster | Field | 45
